WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus
TIME,DEVICEID,LAT,LOT,HIGHT,WIFI#,SSID-1,MAC-1,Frequncy-1,SIGNAL-1,SSID-2,MAC-2,Frequncy-2,SIGNAL-2,SSID-3,MAC-3,Frequncy-3,SIGNAL-3,SSID-4,MAC-4,Frequncy-4,SIGNAL-4,SSID-5,MAC-5,Frequncy-5,SIGNAL-5,SSID-6,MAC-6,Frequncy-6,SIGNAL-6,SSID-7,MAC-7,Frequncy-7,SIGNAL-7,SSID-8,MAC-8,Frequncy-8,SIGNAL-8,SSID-9,MAC-9,Frequncy-9,SIGNAL-9,SSID-10,MAC-10,Frequncy-10,SIGNAL-10,
2017-12-03 09:09:38,model=Lenovo PB2-690Y_device=PB2PRO,32.10273382,35.20986429,694.0,3, 0,1c:b9:c4:94:2c:37,52,-74.0,Ariel_University,1c:b9:c4:14:2c:3c,52,-75.0, 4,1c:b9:c4:15:1c:b8,1,-84.0,
