WigleWifi-1.4,appRelease=2.25,model=SHIELD Tablet,release=7.0,device=shieldtablet,display=NRD90M.1928188_904.2811,board=unknown,brand=nvidia,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
84:3d:c6:d5:4e:c7,EMC-Open,[WPA2-EAP-CCMP][ESS],27/10/2017 16:42,13,-88,32.16554023,34.81164722,35.61866397,16,WIFI
00:1d:aa:fb:1f:b0,ZEISS_YEHUDA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:42,6,-94,32.16554023,34.81164722,35.61866397,16,WIFI
f0:7f:06:77:19:bc,,[WPA2-PSK-CCMP][ESS],27/10/2017 16:42,48,-95,32.16554023,34.81164722,35.61866397,16,WIFI
f0:7f:06:77:19:be,AppleWiFiSecure,[WPA2-EAP-CCMP][ESS],27/10/2017 16:42,48,-95,32.16554023,34.81164722,35.61866397,16,WIFI
14:ae:db:55:d1:35,BEZEQINT-D131,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:42,11,-80,32.16554023,34.81164722,35.44840938,16,WIFI
e8:cc:18:eb:7b:2b,HeliconBooks,[ESS],27/10/2017 16:42,6,-79,32.16554023,34.81164722,35.44840938,16,WIFI
f0:7f:06:02:21:3e,AppleWiFiSecure,[WPA2-EAP-CCMP][ESS],27/10/2017 16:42,44,-88,32.16554023,34.81164722,35.44840938,16,WIFI
f0:7f:06:02:21:3d,,[WPA2-EAP-CCMP][ESS],27/10/2017 16:42,44,-88,32.16554023,34.81164722,35.44840938,16,WIFI
f0:7f:06:02:21:3c,,[WPA2-PSK-CCMP][ESS],27/10/2017 16:42,44,-87,32.16554023,34.81164722,35.44840938,16,WIFI
74:da:38:6d:45:e8,office_rooter_2,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:42,1,-84,32.16554023,34.81164722,35.44840938,16,WIFI
f0:7f:06:68:aa:62,,[WPA2-EAP-CCMP][ESS],27/10/2017 16:42,13,-85,32.16554023,34.81164722,35.44840938,16,WIFI
48:ee:0c:ea:e7:c8,DekelE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:42,6,-85,32.16554023,34.81164722,35.44840938,16,WIFI
70:3a:cb:cf:37:ea,GetAlert-GW,[WPA2-PSK-CCMP][ESS],27/10/2017 16:42,11,-88,32.16554023,34.81164722,35.44840938,16,WIFI
f0:7f:06:02:10:fd,,[WPA2-EAP-CCMP][ESS],27/10/2017 16:42,40,-96,32.16554023,34.81164722,35.44840938,16,WIFI
f0:7f:06:02:10:fc,,[WPA2-PSK-CCMP][ESS],27/10/2017 16:42,40,-97,32.16554023,34.81164722,35.44840938,16,WIFI
3c:1e:04:08:b2:36,V6_guest,[WPA-PSK-CCMP+TKIP][ESS],27/10/2017 16:42,1,-93,32.16554023,34.81164722,35.44840938,16,WIFI
f0:7f:06:77:19:bd,,[WPA2-EAP-CCMP][ESS],27/10/2017 16:42,48,-96,32.16554023,34.81164722,35.44840938,16,WIFI
68:94:23:24:b1:82,HP-Print-82-LaserJet 200 color,[ESS][P2P],27/10/2017 16:42,6,-85,32.16554023,34.81164722,35.44840938,16,WIFI
