WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
c0:ac:54:f8:0f:1f,HOTBOX-9A18,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,13,-84,32.1701993,34.80053617,35,4.550999641,WIFI
84:18:3a:1c:b7:18,Rosaness,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,1,-83,32.1701581,34.80052059,35,4.550999641,WIFI
84:18:3a:1d:3b:b8,Rosaness,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,11,-77,32.1701581,34.80052059,35,4.550999641,WIFI
84:18:3a:1c:c9:ac,Rosaness,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,36,-90,32.1701581,34.80052059,35,4.550999641,WIFI
84:18:3a:1c:b7:1c,Rosaness,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,60,-88,32.1701581,34.80052059,35,4.550999641,WIFI
74:da:38:a6:3c:32,HOTBOX-62D0_2EX,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,1,-82,32.1701581,34.80052059,35,4.550999641,WIFI
6c:2e:85:fe:d2:d3,HOTBOX-E8E0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,11,-89,32.1701581,34.80052059,35,4.550999641,WIFI
d8:38:fc:5c:e6:58,Logitech,[WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,7,-90,32.1701581,34.80052059,35,4.550999641,WIFI
e8:1d:a8:05:0c:98,daniel,[ESS],27/10/2017 16:23,6,-80,32.1701581,34.80052059,35,4.550999641,WIFI
8a:ff:b4:f8:5c:3a,hpsetup,[IBSS],27/10/2017 16:23,6,-85,32.1701581,34.80052059,35,4.550999641,WIFI
54:e6:fc:ce:18:97,daniel,[ESS],27/10/2017 16:23,1,-89,32.1701581,34.80052059,35,4.550999641,WIFI
e8:1d:a8:04:fe:98,daniel,[ESS],27/10/2017 16:23,9,-90,32.1701581,34.80052059,35,4.550999641,WIFI
e8:1d:a8:04:fa:08,daniel,[ESS],27/10/2017 16:23,3,-91,32.1701581,34.80052059,35,4.550999641,WIFI
a4:2b:8c:99:02:05,lazare2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,1,-91,32.17011184,34.80050063,36,4.550999641,WIFI
c8:be:19:13:21:d6,Chenriko,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,3,-92,32.17011184,34.80050063,36,4.550999641,WIFI
e4:f4:c6:4d:c7:5c,TopAudio,[WEP][ESS],27/10/2017 16:23,6,-88,32.17011184,34.80050063,36,4.550999641,WIFI
72:2b:8c:99:02:06,Bezeq Free NA1F34,[ESS],27/10/2017 16:23,1,-88,32.17011184,34.80050063,36,4.550999641,WIFI
c4:12:f5:84:32:e0,Sofia2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,11,-86,32.17004098,34.80047126,37,4.550999641,WIFI
08:97:58:32:d1:b8,NIPPON_3575,[WPA-PSK-CCMP][WPS][ESS],27/10/2017 16:23,5,-86,32.17000942,34.80046055,37,4.550999641,WIFI
14:cc:20:93:1f:50,TP-LINK_MENASHE,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,11,-84,32.17000942,34.80046055,37,4.550999641,WIFI
84:18:3a:1c:c9:a8,Rosaness,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,1,-87,32.17000942,34.80046055,37,4.550999641,WIFI
c4:12:f5:7f:5a:15,TREEHOUSE,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-89,32.16960237,34.80033535,34,4.550999641,WIFI
7c:b7:33:2c:b9:21,HOTBOX2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,11,-92,32.16960237,34.80033535,34,4.550999641,WIFI
4c:60:de:d1:da:80,TopAudio,[WEP][ESS],27/10/2017 16:23,6,-82,32.16951178,34.80030965,34,4.550999641,WIFI
c4:12:f5:f5:45:f6,Benhamou,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,3,-83,32.16951178,34.80030965,34,4.550999641,WIFI
d8:38:fc:66:ec:1c,,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,44,-89,32.16951178,34.80030965,34,4.550999641,WIFI
10:be:f5:3d:80:3a,Chana,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,9,-85,32.16951178,34.80030965,34,4.550999641,WIFI
54:64:d9:66:27:79,HOTBOX-62D0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,1,-87,32.16951178,34.80030965,34,4.550999641,WIFI
ec:8c:a2:a1:25:c8,IIT,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-87,32.16951178,34.80030965,34,4.550999641,WIFI
ec:8c:a2:61:25:c8,,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-88,32.16951178,34.80030965,34,4.550999641,WIFI
54:e6:fc:ff:72:1f,Lazar,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],27/10/2017 16:23,6,-90,32.16951178,34.80030965,34,4.550999641,WIFI
d8:38:fc:26:ec:1c,DanAccadia,[ESS],27/10/2017 16:23,44,-88,32.16951178,34.80030965,34,4.550999641,WIFI
ec:8c:a2:21:25:c8,DanAccadia,[ESS],27/10/2017 16:23,6,-88,32.16951178,34.80030965,34,4.550999641,WIFI
5c:b9:01:6a:8c:45,HP-Print-45-Deskjet 4640 series,[ESS],27/10/2017 16:23,6,-86,32.16951178,34.80030965,34,4.550999641,WIFI
a0:4f:d4:44:36:71,Gold,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,1,-85,32.16932069,34.80027077,32,4.550999641,WIFI
a0:ab:1b:62:4d:d0,Yafit-10bb,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,8,-94,32.16932069,34.80027077,32,4.550999641,WIFI
74:da:38:a6:3c:32,HOTBOX-62D0_2EX,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,1,-83,32.16913284,34.80023969,31,4.550999641,WIFI
e4:f4:c6:4d:c7:5c,TopAudio,[WEP][ESS],27/10/2017 16:23,6,-88,32.1690384,34.8002272,31,4.550999641,WIFI
72:2b:8c:99:02:06,Bezeq Free NA1F34,[ESS],27/10/2017 16:23,1,-92,32.1690384,34.8002272,31,4.550999641,WIFI
c4:12:f5:84:32:e0,Sofia2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,11,-86,32.1690384,34.8002272,31,4.550999641,WIFI
6c:b0:ce:e8:2a:b0,Video Connection,[WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,1,-85,32.16894933,34.80021782,31,4.550999641,WIFI
0c:f4:d5:1b:38:e8,DanAccadia,[ESS],27/10/2017 16:23,9,-84,32.16859061,34.80017541,28,4.550999641,WIFI
e4:f4:c6:d8:e8:60,SavantS,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-70,32.16859061,34.80017541,28,4.550999641,WIFI
14:d6:4d:f4:42:d7,PELEG,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-84,32.16859061,34.80017541,28,4.550999641,WIFI
0c:f4:d5:5b:d3:88,,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,3,-88,32.16859061,34.80017541,28,4.550999641,WIFI
0c:f4:d5:1b:08:58,DanAccadia,[ESS],27/10/2017 16:23,12,-83,32.16859061,34.80017541,28,4.550999641,WIFI
d8:38:fc:26:dc:38,DanAccadia,[ESS],27/10/2017 16:23,4,-85,32.16859061,34.80017541,28,4.550999641,WIFI
d8:38:fc:26:dd:d8,DanAccadia,[ESS],27/10/2017 16:23,8,-85,32.16859061,34.80017541,28,4.550999641,WIFI
0c:f4:d5:1b:0b:18,DanAccadia,[ESS],27/10/2017 16:23,4,-86,32.16859061,34.80017541,28,4.550999641,WIFI
d8:38:fc:26:d2:68,DanAccadia,[ESS],27/10/2017 16:23,10,-89,32.16859061,34.80017541,28,4.550999641,WIFI
d8:38:fc:26:fb:d8,DanAccadia,[ESS],27/10/2017 16:23,9,-91,32.16859061,34.80017541,28,4.550999641,WIFI
42501_13111_8652801,Partner,UNKNOWN;il,27/10/2017 16:23,0,-113,32.16853096,34.80016831,27,4.550999641,GSM
c4:12:f5:f5:45:f6,Benhamou,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,3,-84,32.16846865,34.800158,28,4.550999641,WIFI
d8:38:fc:66:ec:1c,,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,44,-89,32.16846865,34.800158,28,4.550999641,WIFI
10:be:f5:3d:80:3a,Chana,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,9,-86,32.16846865,34.800158,28,4.550999641,WIFI
54:64:d9:66:27:79,HOTBOX-62D0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,1,-84,32.16846865,34.800158,28,4.550999641,WIFI
ec:8c:a2:a1:25:c8,IIT,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-87,32.16846865,34.800158,28,4.550999641,WIFI
ec:8c:a2:61:25:c8,,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-88,32.16846865,34.800158,28,4.550999641,WIFI
54:e6:fc:ff:72:1f,Lazar,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],27/10/2017 16:23,6,-90,32.16846865,34.800158,28,4.550999641,WIFI
d8:38:fc:26:ec:1c,DanAccadia,[ESS],27/10/2017 16:23,44,-88,32.16846865,34.800158,28,4.550999641,WIFI
ec:8c:a2:21:25:c8,DanAccadia,[ESS],27/10/2017 16:23,6,-88,32.16846865,34.800158,28,4.550999641,WIFI
5c:b9:01:6a:8c:45,HP-Print-45-Deskjet 4640 series,[ESS],27/10/2017 16:23,6,-86,32.16846865,34.800158,28,4.550999641,WIFI
14:af:db:30:c9:d2,BezeqFree,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,2,-75,32.1684013,34.80014633,27,4.550999641,WIFI
14:ae:db:30:c9:d2,Chen,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,2,-75,32.1684013,34.80014633,27,4.550999641,WIFI
d4:68:4d:79:27:a3,island-3927A0,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,9,-78,32.1684013,34.80014633,27,4.550999641,WIFI
d4:68:4d:39:3f:88,Marine-Heights,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,11,-85,32.1684013,34.80014633,27,4.550999641,WIFI
0c:f4:d5:5b:e1:48,,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,13,-86,32.1684013,34.80014633,27,4.550999641,WIFI
c0:a0:bb:cc:e2:3a,Happy Home Network,[WPA-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,1,-86,32.1684013,34.80014633,27,4.550999641,WIFI
04:a1:51:c4:27:6e,Ellman-2.4Ghz,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,6,-92,32.1684013,34.80014633,27,4.550999641,WIFI
d8:38:fc:26:02:98,DanAccadia,[ESS],27/10/2017 16:23,6,-80,32.1684013,34.80014633,27,4.550999641,WIFI
d8:38:fc:26:ff:28,DanAccadia,[ESS],27/10/2017 16:23,11,-83,32.1684013,34.80014633,27,4.550999641,WIFI
0c:f4:d5:1b:d3:88,DanAccadia,[ESS],27/10/2017 16:23,3,-91,32.1684013,34.80014633,27,4.550999641,WIFI
a0:4f:d4:44:36:71,Gold,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,1,-85,32.16827167,34.80013238,26,4.550999641,WIFI
a0:ab:1b:62:4d:d0,Yafit-10bb,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,8,-94,32.16827167,34.80013238,26,4.550999641,WIFI
74:da:38:a6:3c:32,HOTBOX-62D0_2EX,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,1,-83,32.16810453,34.80021113,26,4.550999641,WIFI
c0:a0:bb:cc:e2:3a,Happy Home Network,[WPA-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,1,-80,32.16806437,34.8003488,26,4.550999641,WIFI
14:ae:db:32:cf:42,Daniela,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,7,-74,32.16806437,34.8003488,26,4.550999641,WIFI
28:92:4a:bc:a2:c1,HP-Print-C1-Officejet Pro 8600,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,1,-79,32.16806437,34.8003488,26,4.550999641,WIFI
30:e1:71:f0:7b:52,DIRECT-51-HP DeskJet 4670 series,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,10,-79,32.16806437,34.8003488,26,4.550999641,WIFI
08:5b:0e:8e:06:97,Rozalin.co.il,[WPA2-PSK-CCMP-preauth][ESS],27/10/2017 16:23,1,-81,32.16806437,34.8003488,26,4.550999641,WIFI
08:5b:0e:8e:06:9f,Rozalin.co.il,[WPA2-PSK-CCMP-preauth][ESS],27/10/2017 16:23,36,-90,32.16806437,34.8003488,26,4.550999641,WIFI
9c:97:26:8a:43:e1,TNCAPE5A34D,[WPS][ESS],27/10/2017 16:23,1,-81,32.16806437,34.8003488,26,4.550999641,WIFI
0c:f4:d5:1b:09:98,DanAccadia,[ESS],27/10/2017 16:23,13,-82,32.16806437,34.8003488,26,4.550999641,WIFI
d8:38:fc:26:fd:18,DanAccadia,[ESS],27/10/2017 16:23,4,-83,32.16806437,34.8003488,26,4.550999641,WIFI
4c:60:de:42:20:28,BezeqNGN_98087,[WPS][ESS],27/10/2017 16:23,11,-83,32.16806437,34.8003488,26,4.550999641,WIFI
0c:f4:d5:1b:49:38,DanAccadia,[ESS],27/10/2017 16:23,7,-84,32.16806437,34.8003488,26,4.550999641,WIFI
d8:38:fc:26:e0:b8,DanAccadia,[ESS],27/10/2017 16:23,13,-88,32.16806437,34.8003488,26,4.550999641,WIFI
42501_13111_496643,Partner,UNKNOWN;il,27/10/2017 16:23,0,-113,32.16806437,34.8003488,26,4.550999641,GSM
14:ae:db:cb:03:05,BEZEQINT-0301,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:23,11,-79,32.16797688,34.80111408,27,4.550999641,WIFI
14:cc:20:09:3f:f6,claude_3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,6,-81,32.16797688,34.80111408,27,4.550999641,WIFI
b4:ee:b4:a7:3e:03,HOTBOX-3DFD,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,1,-77,32.16797688,34.80111408,27,4.550999641,WIFI
c0:ac:54:f7:13:e3,HOTBOX-1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,6,-82,32.16797688,34.80111408,27,4.550999641,WIFI
28:c6:8e:37:ab:72,gary-flat,[WPA-PSK-TKIP][WPS][ESS],27/10/2017 16:23,11,-81,32.16797688,34.80111408,27,4.550999641,WIFI
e0:ce:c3:8c:2b:5a,stefan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,6,-83,32.16797688,34.80111408,27,4.550999641,WIFI
3c:52:82:b0:20:b1,DIRECT-B0-HP DeskJet 4670 series,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,11,-84,32.16797688,34.80111408,27,4.550999641,WIFI
7c:03:4c:ba:a6:1c,Dror,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,11,-84,32.16797688,34.80111408,27,4.550999641,WIFI
f8:1a:67:c2:2f:8c,TP-LINK_C22F8C,[WPS][ESS],27/10/2017 16:23,9,-83,32.16797688,34.80111408,27,4.550999641,WIFI
00:b0:c6:57:6a:99,LEE2,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,36,-85,32.16797688,34.80111408,27,4.550999641,WIFI
c4:a8:1d:12:62:55,Serge_2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,11,-79,32.16797688,34.80111408,27,4.550999641,WIFI
c4:a8:1d:12:62:56,Serge_5,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,48,-89,32.16797688,34.80111408,27,4.550999641,WIFI
c0:ac:54:f6:fc:e4,HOTBOX-AB52,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,11,-80,32.16797688,34.80111408,27,4.550999641,WIFI
90:8d:78:e4:ab:7f,HOTBOX-AB52,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:23,11,-80,32.16797688,34.80111408,27,4.550999641,WIFI
10:be:f5:37:f7:6e,sesadido,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,3,-86,32.16797688,34.80111408,27,4.550999641,WIFI
d8:fb:5e:18:4a:d5,HOTBOX-4ACF,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,11,-82,32.16797688,34.80111408,27,4.550999641,WIFI
7c:b7:33:ea:b3:b4,Shohat01,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,2,-83,32.16797688,34.80111408,27,4.550999641,WIFI
bc:f6:85:0b:6c:bf,DianneC,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-85,32.16797688,34.80111408,27,4.550999641,WIFI
3c:1e:04:04:fd:58,David,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,7,-85,32.16797688,34.80111408,27,4.550999641,WIFI
00:b0:c6:57:6a:91,LEE2,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,2,-85,32.16797688,34.80111408,27,4.550999641,WIFI
c0:ac:54:f7:34:80,HOTBOX-62B8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,11,-89,32.16797688,34.80111408,27,4.550999641,WIFI
c4:12:f5:f5:45:f6,Benhamou,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,3,-84,32.16794625,34.80141799,28,4.550999641,WIFI
14:d6:4d:f4:42:d7,PELEG,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-83,32.16794625,34.80141799,28,4.550999641,WIFI
d8:38:fc:26:dc:38,DanAccadia,[ESS],27/10/2017 16:23,4,-83,32.16794625,34.80141799,28,4.550999641,WIFI
14:af:db:30:c9:d2,BezeqFree,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,2,-79,32.16794625,34.80141799,28,4.550999641,WIFI
d4:68:4d:79:27:a3,island-3927A0,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,9,-74,32.16794625,34.80141799,28,4.550999641,WIFI
c0:a0:bb:cc:e2:3a,Happy Home Network,[WPA-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,1,-80,32.16794625,34.80141799,28,4.550999641,WIFI
14:ae:db:32:cf:42,Daniela,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,7,-74,32.16794625,34.80141799,28,4.550999641,WIFI
28:92:4a:bc:a2:c1,HP-Print-C1-Officejet Pro 8600,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,1,-79,32.16794625,34.80141799,28,4.550999641,WIFI
08:5b:0e:8e:06:97,Rozalin.co.il,[WPA2-PSK-CCMP-preauth][ESS],27/10/2017 16:23,1,-81,32.16794625,34.80141799,28,4.550999641,WIFI
08:5b:0e:8e:06:9f,Rozalin.co.il,[WPA2-PSK-CCMP-preauth][ESS],27/10/2017 16:23,36,-90,32.16794625,34.80141799,28,4.550999641,WIFI
9c:97:26:8a:43:e1,TNCAPE5A34D,[WPS][ESS],27/10/2017 16:23,1,-81,32.16794625,34.80141799,28,4.550999641,WIFI
0c:f4:d5:1b:09:98,DanAccadia,[ESS],27/10/2017 16:23,13,-82,32.16794625,34.80141799,28,4.550999641,WIFI
0c:f4:d5:1b:38:e8,DanAccadia,[ESS],27/10/2017 16:23,9,-82,32.16794625,34.80141799,28,4.550999641,WIFI
d8:38:fc:26:fd:18,DanAccadia,[ESS],27/10/2017 16:23,4,-83,32.16794625,34.80141799,28,4.550999641,WIFI
4c:60:de:42:20:28,BezeqNGN_98087,[WPS][ESS],27/10/2017 16:23,11,-83,32.16794625,34.80141799,28,4.550999641,WIFI
0c:f4:d5:1b:49:38,DanAccadia,[ESS],27/10/2017 16:23,7,-84,32.16794625,34.80141799,28,4.550999641,WIFI
d8:38:fc:26:e0:b8,DanAccadia,[ESS],27/10/2017 16:23,13,-88,32.16794625,34.80141799,28,4.550999641,WIFI
00:b0:c6:57:6a:99,LEE2,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,36,-75,32.16794625,34.80141799,28,4.550999641,WIFI
bc:f6:85:0b:6c:bf,DianneC,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,6,-77,32.16794625,34.80141799,28,4.550999641,WIFI
00:b0:c6:57:6a:91,LEE2,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,2,-72,32.16794625,34.80141799,28,4.550999641,WIFI
00:0e:f4:de:54:57,admin,[WPA2-PSK-CCMP][ESS],27/10/2017 16:23,1,-83,32.16794625,34.80141799,28,4.550999641,WIFI
c0:ff:d4:bd:9e:30,I.L.L,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,11,-80,32.16794625,34.80141799,28,4.550999641,WIFI
20:0c:c8:10:0c:23,Ste_2.4GHz,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:23,9,-82,32.16794625,34.80141799,28,4.550999641,WIFI
d8:fb:5e:17:ed:a5,Archie,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:23,1,-86,32.16794625,34.80141799,28,4.550999641,WIFI
a0:21:b7:79:da:8c,Bezeq-n_DA8C,[WPS][WEP][ESS],27/10/2017 16:23,11,-85,32.16794625,34.80141799,28,4.550999641,WIFI
42501_13111_496643,Partner,UNKNOWN;il,27/10/2017 16:23,0,-113,32.16794625,34.80141799,28,4.550999641,GSM
14:ae:db:cb:03:05,BEZEQINT-0301,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:24,11,-79,32.16785479,34.80221896,33,6.06799984,WIFI
14:cc:20:09:3f:f6,claude_3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,6,-81,32.16785479,34.80221896,33,6.06799984,WIFI
b4:ee:b4:a7:3e:03,HOTBOX-3DFD,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,1,-77,32.16785479,34.80221896,33,6.06799984,WIFI
c0:ac:54:f7:13:e3,HOTBOX-1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,6,-82,32.16785479,34.80221896,33,6.06799984,WIFI
28:c6:8e:37:ab:72,gary-flat,[WPA-PSK-TKIP][WPS][ESS],27/10/2017 16:24,11,-81,32.16785479,34.80221896,33,6.06799984,WIFI
e0:ce:c3:8c:2b:5a,stefan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,6,-83,32.16785479,34.80221896,33,6.06799984,WIFI
3c:52:82:b0:20:b1,DIRECT-B0-HP DeskJet 4670 series,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:24,11,-84,32.16785479,34.80221896,33,6.06799984,WIFI
7c:03:4c:ba:a6:1c,Dror,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,11,-81,32.16785479,34.80221896,33,6.06799984,WIFI
f8:1a:67:c2:2f:8c,TP-LINK_C22F8C,[WPS][ESS],27/10/2017 16:24,9,-83,32.16785479,34.80221896,33,6.06799984,WIFI
c4:a8:1d:12:62:55,Serge_2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,11,-79,32.16785479,34.80221896,33,6.06799984,WIFI
c4:a8:1d:12:62:56,Serge_5,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,48,-89,32.16785479,34.80221896,33,6.06799984,WIFI
c0:ac:54:f6:fc:e4,HOTBOX-AB52,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,11,-80,32.16785479,34.80221896,33,6.06799984,WIFI
90:8d:78:e4:ab:7f,HOTBOX-AB52,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:24,11,-80,32.16785479,34.80221896,33,6.06799984,WIFI
10:be:f5:37:f7:6e,sesadido,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,3,-90,32.16785479,34.80221896,33,6.06799984,WIFI
d8:fb:5e:18:4a:d5,HOTBOX-4ACF,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,11,-82,32.16785479,34.80221896,33,6.06799984,WIFI
7c:b7:33:ea:b3:b4,Shohat01,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,2,-83,32.16785479,34.80221896,33,6.06799984,WIFI
3c:1e:04:04:fd:58,David,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,7,-85,32.16785479,34.80221896,33,6.06799984,WIFI
c0:ac:54:f7:34:80,HOTBOX-62B8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,11,-89,32.16785479,34.80221896,33,6.06799984,WIFI
c4:12:f5:f5:45:f6,Benhamou,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,3,-84,32.16783277,34.8024285,34,6.06799984,WIFI
14:d6:4d:f4:42:d7,PELEG,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,6,-83,32.16783277,34.8024285,34,6.06799984,WIFI
d8:38:fc:26:dc:38,DanAccadia,[ESS],27/10/2017 16:24,4,-83,32.16783277,34.8024285,34,6.06799984,WIFI
14:af:db:30:c9:d2,BezeqFree,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,2,-79,32.16783277,34.8024285,34,6.06799984,WIFI
d4:68:4d:79:27:a3,island-3927A0,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,9,-74,32.16783277,34.8024285,34,6.06799984,WIFI
c0:a0:bb:cc:e2:3a,Happy Home Network,[WPA-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,1,-80,32.16783277,34.8024285,34,6.06799984,WIFI
14:ae:db:32:cf:42,Daniela,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,7,-74,32.16783277,34.8024285,34,6.06799984,WIFI
28:92:4a:bc:a2:c1,HP-Print-C1-Officejet Pro 8600,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,1,-79,32.16783277,34.8024285,34,6.06799984,WIFI
08:5b:0e:8e:06:97,Rozalin.co.il,[WPA2-PSK-CCMP-preauth][ESS],27/10/2017 16:24,1,-81,32.16783277,34.8024285,34,6.06799984,WIFI
08:5b:0e:8e:06:9f,Rozalin.co.il,[WPA2-PSK-CCMP-preauth][ESS],27/10/2017 16:24,36,-90,32.16783277,34.8024285,34,6.06799984,WIFI
