WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
90:f6:52:78:f4:cb,Van2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,10,-88,32.17188914,34.80746199,50,4.550999641,WIFI
9e:93:4e:78:1c:45,DIRECT-7DWorkCentre 3345,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-84,32.17188914,34.80746199,50,4.550999641,WIFI
f8:ab:05:47:21:8f,HOTFiber-C5F0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-85,32.17188914,34.80746199,50,4.550999641,WIFI
98:de:d0:8d:39:98,EDWARDSKI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,1,-87,32.17188914,34.80746199,50,4.550999641,WIFI
08:6a:0a:57:c1:72,HOTFiber-C5F0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-87,32.17188914,34.80746199,50,4.550999641,WIFI
ec:8e:b5:05:97:a5,DIRECT-FC-HP OfficeJet Pro 8720,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-88,32.17188914,34.80746199,50,4.550999641,WIFI
08:3e:5d:61:fc:59,HOTFiber-C5F0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-91,32.17188914,34.80746199,50,4.550999641,WIFI
00:50:7f:f1:18:64,rojavi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-78,32.17207231,34.80753776,50,4.550999641,WIFI
ac:f1:df:a0:70:e9,rojavi2017,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-83,32.17207231,34.80753776,50,4.550999641,WIFI
00:1d:aa:0f:59:f0,rojavi2017,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-84,32.17207231,34.80753776,50,4.550999641,WIFI
d4:6e:0e:cf:bc:ca,upstairs,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,6,-93,32.17207231,34.80753776,50,4.550999641,WIFI
d4:6e:0e:3c:2f:99,rojavi_EXT,[WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,11,-91,32.17207231,34.80753776,50,4.550999641,WIFI
52:f1:df:a0:70:ea,Bezeq Free,[ESS],27/10/2017 16:26,6,-82,32.17207231,34.80753776,50,4.550999641,WIFI
00:78:9e:fa:b1:de,HOTBOX-D7AA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-85,32.17286679,34.80789486,53,4.550999641,WIFI
08:3e:5d:63:39:61,HOTFiber-06B6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,4,-79,32.17286679,34.80789486,53,4.550999641,WIFI
74:da:38:73:17:cf,menashe_2EX,[WPA2-PSK-CCMP-preauth][WPS][ESS],27/10/2017 16:26,4,-87,32.17286679,34.80789486,53,4.550999641,WIFI
48:ee:0c:3d:1d:6c,alexrath,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,8,-85,32.17286679,34.80789486,53,4.550999641,WIFI
a0:8c:fd:00:9e:01,DIRECT-F8-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,6,-88,32.17286679,34.80789486,53,4.550999641,WIFI
b8:a3:86:4a:1e:01,D-Link,[ESS],27/10/2017 16:26,3,-85,32.17286679,34.80789486,53,4.550999641,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,27/10/2017 16:26,0,-113,32.17286679,34.80789486,53,4.550999641,GSM
14:ae:db:48:16:65,menashe,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,4,-83,32.17296569,34.80793319,54,4.550999641,WIFI
6c:b0:ce:e8:7e:21,anino_EXT,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,2,-86,32.17296569,34.80793319,54,4.550999641,WIFI
2c:30:33:f1:bd:f6,EDWARDSKI,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-83,32.17296569,34.80793319,54,4.550999641,WIFI
90:f6:52:78:f4:cb,Van2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,10,-85,32.17296569,34.80793319,54,4.550999641,WIFI
9e:93:4e:78:1c:45,DIRECT-7DWorkCentre 3345,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-84,32.17296569,34.80793319,54,4.550999641,WIFI
f8:ab:05:47:21:8f,HOTFiber-C5F0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-85,32.17296569,34.80793319,54,4.550999641,WIFI
98:de:d0:8d:39:98,EDWARDSKI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,1,-87,32.17296569,34.80793319,54,4.550999641,WIFI
08:6a:0a:57:c1:72,HOTFiber-C5F0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-87,32.17296569,34.80793319,54,4.550999641,WIFI
ec:8e:b5:05:97:a5,DIRECT-FC-HP OfficeJet Pro 8720,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-88,32.17296569,34.80793319,54,4.550999641,WIFI
08:3e:5d:61:fc:59,HOTFiber-C5F0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-91,32.17296569,34.80793319,54,4.550999641,WIFI
40:65:a3:29:21:d8,Mica1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-72,32.1730666,34.8079757,53,4.550999641,WIFI
c4:12:f5:ff:b6:4e,OR,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,1,-83,32.1730666,34.8079757,53,4.550999641,WIFI
56:35:30:aa:49:43,DIRECT-9J-BRAVIA,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,11,-83,32.1730666,34.8079757,53,4.550999641,WIFI
18:60:24:3e:f7:4c,DIRECT-4B-HP OfficeJet Pro 6960,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-83,32.1730666,34.8079757,53,4.550999641,WIFI
00:78:9e:ff:9a:47,Soorani10,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-89,32.1730666,34.8079757,53,4.550999641,WIFI
a4:2b:8c:9d:20:f6,moka,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-89,32.1730666,34.8079757,53,4.550999641,WIFI
00:78:9e:fb:7f:c0,HOTBOX-3724,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-89,32.1730666,34.8079757,53,4.550999641,WIFI
d8:fb:5e:18:49:70,LIT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-90,32.1730666,34.8079757,53,4.550999641,WIFI
50:c7:bf:7f:7c:3c,newyossi,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,9,-90,32.1730666,34.8079757,53,4.550999641,WIFI
6c:19:8f:4b:56:3b,clean shop Wi Fi,[WEP][ESS],27/10/2017 16:26,6,-83,32.1730666,34.8079757,53,4.550999641,WIFI
5a:2b:8c:9d:20:f4,@Cafe,[ESS],27/10/2017 16:26,1,-86,32.1730666,34.8079757,53,4.550999641,WIFI
fa:8f:ca:95:26:8d,,[ESS],27/10/2017 16:26,11,-86,32.1730666,34.8079757,53,4.550999641,WIFI
64:70:02:c5:70:b8,HomeWi-Fi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,11,-75,32.17342499,34.80844907,51,4.550999641,WIFI
30:e1:71:fb:dd:ed,DIRECT-EC-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,11,-74,32.17342499,34.80844907,51,4.550999641,WIFI
64:70:02:c5:73:b0,HomeWi-Fi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,9,-82,32.17342499,34.80844907,51,4.550999641,WIFI
98:e7:f4:b5:bc:25,DIRECT-24-HP OfficeJet Pro 6960,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-79,32.17342499,34.80844907,51,4.550999641,WIFI
00:78:9e:fb:bc:7c,oren1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-79,32.17342499,34.80844907,51,4.550999641,WIFI
c8:be:19:0c:af:01,sw,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,1,-79,32.17342499,34.80844907,51,4.550999641,WIFI
80:1f:02:93:bc:b6,ZNetwork,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],27/10/2017 16:26,11,-84,32.17342499,34.80844907,51,4.550999641,WIFI
74:da:3a:be:d7:a2,Yvo_home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-85,32.17342499,34.80844907,51,4.550999641,WIFI
6c:19:8f:49:e9:8c,reuven,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-87,32.17342499,34.80844907,51,4.550999641,WIFI
6c:2e:85:fe:a1:37,HOTBOX-8A9C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-88,32.17342499,34.80844907,51,4.550999641,WIFI
5c:d9:98:c6:50:2f,peles,[WEP][ESS],27/10/2017 16:26,6,-90,32.17342499,34.80844907,51,4.550999641,WIFI
74:da:3a:be:d7:a2,Yvo_home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-73,32.17336037,34.80877443,49,4.550999641,WIFI
6c:2e:85:fe:a1:37,HOTBOX-8A9C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-83,32.17336037,34.80877443,49,4.550999641,WIFI
00:12:2a:f2:17:18,uzi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,1,-79,32.17336037,34.80877443,49,4.550999641,WIFI
00:12:2a:f2:17:1c,uzi 5Gh,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,40,-87,32.17336037,34.80877443,49,4.550999641,WIFI
74:da:38:be:d7:a1,Yvo_home_2EX,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,6,-86,32.17336037,34.80877443,49,4.550999641,WIFI
14:ae:db:37:05:65,Yvo_home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-90,32.17336037,34.80877443,49,4.550999641,WIFI
a0:4f:d4:3c:27:c1,Tastas Home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,1,-92,32.17336037,34.80877443,49,4.550999641,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,27/10/2017 16:26,0,-113,32.173336,34.80889927,49,4.550999641,GSM
40:65:a3:29:21:d8,Mica1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-72,32.17331067,34.80902485,48,4.550999641,WIFI
c4:12:f5:ff:b6:4e,OR,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,1,-83,32.17331067,34.80902485,48,4.550999641,WIFI
00:78:9e:ff:9a:47,Soorani10,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-89,32.17331067,34.80902485,48,4.550999641,WIFI
a4:2b:8c:9d:20:f6,moka,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-89,32.17331067,34.80902485,48,4.550999641,WIFI
00:78:9e:fb:7f:c0,HOTBOX-3724,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-89,32.17331067,34.80902485,48,4.550999641,WIFI
d8:fb:5e:18:49:70,LIT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-90,32.17331067,34.80902485,48,4.550999641,WIFI
50:c7:bf:7f:7c:3c,newyossi,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,9,-90,32.17331067,34.80902485,48,4.550999641,WIFI
6c:19:8f:4b:56:3b,clean shop Wi Fi,[WEP][ESS],27/10/2017 16:26,6,-83,32.17331067,34.80902485,48,4.550999641,WIFI
5a:2b:8c:9d:20:f4,@Cafe,[ESS],27/10/2017 16:26,1,-93,32.17331067,34.80902485,48,4.550999641,WIFI
fa:8f:ca:95:26:8d,,[ESS],27/10/2017 16:26,11,-86,32.17331067,34.80902485,48,4.550999641,WIFI
7c:b7:33:a1:a5:6d,HOTFiber,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,10,-82,32.1732617,34.8092984,46,4.550999641,WIFI
8c:59:c3:a3:61:e9,Cellcom-WiFi_2078,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-89,32.1732617,34.8092984,46,4.550999641,WIFI
80:1f:02:66:4d:28,papir,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,6,-89,32.1732617,34.8092984,46,4.550999641,WIFI
c4:6e:1f:4c:f7:72,gina-AP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,7,-94,32.1732617,34.8092984,46,4.550999641,WIFI
c0:ff:d4:7b:ee:4e,Benedicte,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-91,32.1732617,34.8092984,46,4.550999641,WIFI
b0:5a:da:f7:1a:f2,DIRECT-EE-HP DeskJet 4670 series,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-92,32.1732617,34.8092984,46,4.550999641,WIFI
00:78:9e:fa:c7:d5,AHRONEE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-94,32.1732617,34.8092984,46,4.550999641,WIFI
62:ff:d4:7b:ee:4f,Bezeq Free RA583B,[ESS],27/10/2017 16:26,1,-95,32.1732617,34.8092984,46,4.550999641,WIFI
64:70:02:c5:70:b8,HomeWi-Fi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,11,-79,32.17318562,34.80971218,41,4.550999641,WIFI
64:70:02:c5:73:b0,HomeWi-Fi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,9,-82,32.17318562,34.80971218,41,4.550999641,WIFI
00:78:9e:fb:bc:7c,oren1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-79,32.17318562,34.80971218,41,4.550999641,WIFI
c8:be:19:0c:af:01,sw,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,1,-79,32.17318562,34.80971218,41,4.550999641,WIFI
80:1f:02:93:bc:b6,ZNetwork,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],27/10/2017 16:26,11,-84,32.17318562,34.80971218,41,4.550999641,WIFI
6c:19:8f:49:e9:8c,reuven,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-87,32.17318562,34.80971218,41,4.550999641,WIFI
5c:d9:98:c6:50:2f,peles,[WEP][ESS],27/10/2017 16:26,6,-90,32.17318562,34.80971218,41,4.550999641,WIFI
d8:fe:e3:02:93:49,EF-A,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-87,32.17318562,34.80971218,41,4.550999641,WIFI
74:da:3a:be:d7:a2,Yvo_home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-73,32.17316316,34.80985954,39,4.550999641,WIFI
6c:2e:85:fe:a1:37,HOTBOX-8A9C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-83,32.17316316,34.80985954,39,4.550999641,WIFI
00:12:2a:f2:17:18,uzi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,1,-79,32.17316316,34.80985954,39,4.550999641,WIFI
00:12:2a:f2:17:1c,uzi 5Gh,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,40,-87,32.17316316,34.80985954,39,4.550999641,WIFI
74:da:38:be:d7:a1,Yvo_home_2EX,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,6,-86,32.17316316,34.80985954,39,4.550999641,WIFI
14:ae:db:37:05:65,Yvo_home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-90,32.17316316,34.80985954,39,4.550999641,WIFI
a0:4f:d4:3c:27:c1,Tastas Home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,1,-92,32.17316316,34.80985954,39,4.550999641,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,27/10/2017 16:26,0,-113,32.17313704,34.81000383,39,4.550999641,GSM
5a:2b:8c:9d:20:f4,@Cafe,[ESS],27/10/2017 16:26,1,-93,32.17311303,34.81013922,38,4.550999641,WIFI
7c:b7:33:a1:a5:6d,HOTFiber,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,10,-82,32.17306608,34.81038244,37,4.550999641,WIFI
8c:59:c3:a3:61:e9,Cellcom-WiFi_2078,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-89,32.17306608,34.81038244,37,4.550999641,WIFI
80:1f:02:66:4d:28,papir,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,6,-89,32.17306608,34.81038244,37,4.550999641,WIFI
c4:6e:1f:4c:f7:72,gina-AP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,7,-94,32.17306608,34.81038244,37,4.550999641,WIFI
c0:ff:d4:7b:ee:4e,Benedicte,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-91,32.17306608,34.81038244,37,4.550999641,WIFI
b0:5a:da:f7:1a:f2,DIRECT-EE-HP DeskJet 4670 series,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-92,32.17306608,34.81038244,37,4.550999641,WIFI
00:78:9e:fa:c7:d5,AHRONEE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-94,32.17306608,34.81038244,37,4.550999641,WIFI
62:ff:d4:7b:ee:4f,Bezeq Free RA583B,[ESS],27/10/2017 16:26,1,-95,32.17306608,34.81038244,37,4.550999641,WIFI
64:70:02:c5:70:b8,HomeWi-Fi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,11,-79,32.17300461,34.81071288,35,4.550999641,WIFI
64:70:02:c5:73:b0,HomeWi-Fi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,9,-82,32.17300461,34.81071288,35,4.550999641,WIFI
00:78:9e:fb:bc:7c,oren1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-79,32.17300461,34.81071288,35,4.550999641,WIFI
c8:be:19:0c:af:01,sw,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,1,-79,32.17300461,34.81071288,35,4.550999641,WIFI
80:1f:02:93:bc:b6,ZNetwork,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],27/10/2017 16:26,11,-84,32.17300461,34.81071288,35,4.550999641,WIFI
6c:19:8f:49:e9:8c,reuven,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-87,32.17300461,34.81071288,35,4.550999641,WIFI
5c:d9:98:c6:50:2f,peles,[WEP][ESS],27/10/2017 16:26,6,-90,32.17300461,34.81071288,35,4.550999641,WIFI
d8:fe:e3:02:93:49,EF-A,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-87,32.17300461,34.81071288,35,4.550999641,WIFI
74:da:3a:be:d7:a2,Yvo_home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-73,32.17295957,34.81092485,35,4.550999641,WIFI
6c:2e:85:fe:a1:37,HOTBOX-8A9C,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-83,32.17295957,34.81092485,35,4.550999641,WIFI
00:12:2a:f2:17:18,uzi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,1,-79,32.17295957,34.81092485,35,4.550999641,WIFI
00:12:2a:f2:17:1c,uzi 5Gh,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,40,-87,32.17295957,34.81092485,35,4.550999641,WIFI
74:da:38:be:d7:a1,Yvo_home_2EX,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,6,-86,32.17295957,34.81092485,35,4.550999641,WIFI
14:ae:db:37:05:65,Yvo_home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-90,32.17295957,34.81092485,35,4.550999641,WIFI
a0:4f:d4:3c:27:c1,Tastas Home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,1,-92,32.17295957,34.81092485,35,4.550999641,WIFI
14:cc:20:76:cc:fe,Angel,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,7,-88,32.17295957,34.81092485,35,4.550999641,WIFI
14:cc:20:76:cd:12,Angel,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,1,-91,32.17295957,34.81092485,35,4.550999641,WIFI
b4:ee:b4:a7:37:d5,HOT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-90,32.17295957,34.81092485,35,4.550999641,WIFI
5a:2b:8c:9d:20:f4,@Cafe,[ESS],27/10/2017 16:26,1,-93,32.17288318,34.81114364,35,4.550999641,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,27/10/2017 16:26,0,-113,32.17288318,34.81114364,35,4.550999641,GSM
fa:8f:ca:96:85:cf,,[ESS],27/10/2017 16:26,11,-78,32.17288318,34.81114364,35,4.550999641,WIFI
c0:4a:00:95:00:d3,TP-LINK_Extender_9500D3,[ESS],27/10/2017 16:26,2,-92,32.17288318,34.81114364,35,4.550999641,WIFI
d8:fe:e3:02:93:49,EF-A,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-87,32.17263188,34.81175187,36,4.550999641,WIFI
a0:ab:1b:5d:c2:60,urigil1,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,10,-83,32.17263188,34.81175187,36,4.550999641,WIFI
9c:3d:cf:1a:ad:f5,kenley,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-83,32.17263188,34.81175187,36,4.550999641,WIFI
b4:ee:b4:a9:15:f7,Azoulay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-88,32.17263188,34.81175187,36,4.550999641,WIFI
14:cc:20:76:cc:fe,Angel,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,7,-88,32.17258548,34.81196356,35,4.550999641,WIFI
14:cc:20:76:cd:12,Angel,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:27,1,-91,32.17258548,34.81196356,35,4.550999641,WIFI
b4:ee:b4:a7:37:d5,HOT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,11,-89,32.17258548,34.81196356,35,4.550999641,WIFI
c4:12:f5:85:27:c2,varda,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,1,-87,32.17255705,34.81208015,35,4.550999641,WIFI
fc:15:b4:aa:9e:57,HP-Print-57-Officejet Pro 8610,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,8,-91,32.17255705,34.81208015,35,4.550999641,WIFI
88:dc:96:3b:f5:e0,kenley-up,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,11,-90,32.17254452,34.81210289,35,4.550999641,WIFI
80:1f:02:a3:7d:62,Gil Kitchen,[WPA-PSK-TKIP][ESS],27/10/2017 16:27,6,-87,32.17254452,34.81210289,35,4.550999641,WIFI
a0:56:b2:99:bb:b7,MB WLAN 37206,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,6,-78,32.17215106,34.81203672,35,4.550999641,WIFI
7c:b7:33:97:35:f1,U2I8L1M0X42,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,1,-82,32.17215106,34.81203672,35,4.550999641,WIFI
a0:ab:1b:57:cd:42,Helen.,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,6,-86,32.17215106,34.81203672,35,4.550999641,WIFI
54:b8:0a:34:78:90,Shani - Green,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,5,-87,32.17215106,34.81203672,35,4.550999641,WIFI
7c:03:4c:bb:22:40,joelle,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:27,11,-88,32.17215106,34.81203672,35,4.550999641,WIFI
d0:d4:12:67:67:aa,Liza,[WPA2-PSK-CCMP][ESS],27/10/2017 16:27,11,-91,32.17215106,34.81203672,35,4.550999641,WIFI
f8:d1:11:ce:e5:e6,TP-LINK-BET,[WPS][ESS],27/10/2017 16:27,4,-83,32.17215106,34.81203672,35,4.550999641,WIFI
62:04:15:60:6a:b6,Bezeq Free,[ESS],27/10/2017 16:27,1,-89,32.17215106,34.81203672,35,4.550999641,WIFI
62:04:15:60:6a:b6,Bezeq Free,[ESS],27/10/2017 16:27,1,-77,32.17193874,34.81195728,35,4.550999641,WIFI
c4:04:15:60:6a:b5,ben_ami_2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,1,-72,32.17193874,34.81195728,35,4.550999641,WIFI
c4:04:15:60:6a:b6,ben_ami_5,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,48,-83,32.17193874,34.81195728,35,4.550999641,WIFI
70:5a:0f:f6:54:ad,DIRECT-AC-HP OfficeJet Pro 8720,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:27,5,-89,32.17193874,34.81195728,35,4.550999641,WIFI
