SSID,MAC ,lat,Lot,hight
giftwizard24,1c:b9:c4:15:23:5c,32.104079300627305,35.20894493919268,693.2106002961864
giftwizard28,1c:b9:c4:95:23:57,32.104079300627305,35.20894493919268,693.2106002961864
sinusafe0,b2:6c:ac:a0:3d:eb,32.10362682096685,35.20912010022733,700.0407586376507
Ariel_University0,1c:b9:c4:15:23:58,32.10418747569906,35.20929233869684,695.3532651164757
2.4V1,40:a5:ef:7a:17:f2,32.10271686256006,35.20974144880622,696.6529235116936
Ariel_University8,1c:b9:c4:95:fd:47,32.1037295356692,35.20938172918558,705.7432982997963
Ariel_University4,1c:b9:c4:96:28:e7,32.10368839370954,35.20877681328383,691.4510767002092
Ariel_University4,1c:b9:c4:16:cc:dc,32.1037453613347,35.208747637130664,692.9018041152
 0,8c:0c:90:ae:16:83,32.10362843067258,35.2090267906456,706.0768644614175
 ,8c:0c:90:6e:16:88,32.103779502913895,35.209556630388946,699.6112217215292
Ariel_University,1c:b9:c4:12:7c:c8,32.10299715298628,35.20885591872698,696.933622161564
Ariel_University0,1c:b9:c4:16:13:08,32.10356596775584,35.20877573109439,697.2890669002472
Ariel_University8,1c:b9:c4:12:7c:cc,32.10302115000105,35.208813904216676,691.9923582374439
Ariel_University12,1c:b9:c4:92:7c:c7,32.10290082863347,35.20885512897605,691.8458350165492
HelpDesk8,1c:b9:c4:12:90:bc,32.10304350040737,35.20893530620354,698.0160943121091
Ariel_University28,1c:b9:c4:16:13:0c,32.10332614802254,35.20866418715774,692.4506545358308
Ariel_University32,1c:b9:c4:96:13:07,32.10332614802254,35.20866418715774,692.4506545358308
Ariel_University8,1c:b9:c4:12:90:b8,32.10297089145703,35.20878115556966,699.8633924972129
HelpDesk0,f8:d1:11:77:77:c6,32.102953009977234,35.20876530432934,690.5352011665425
HelpDesk4,8c:0c:90:2d:75:e8,32.102850167982155,35.20902322894299,693.2400764409485
Ariel_University12,1c:b9:c4:16:f4:28,32.102443475980415,35.20893633015222,690.5270113159543
HelpDesk16,34:8f:27:20:8c:18,32.10287513710924,35.20909666960022,693.7861545185115
Ariel_University0,1c:b9:c4:15:43:e8,32.10253964765076,35.2090006123879,699.163362051219
Ariel_University28,ec:8c:a2:88:78:c7,32.103218438334075,35.20895591989746,694.2303369819643
AUC_4_2_24,d8:5d:4c:9e:69:22,32.103227588750656,35.209337612036805,702.8595454707937
Ariel_University,1c:b9:c4:14:2f:68,32.102598656105826,35.20902204787358,695.8006188225561
HelpDesk28,1c:b9:c4:96:f4:27,32.10250943981619,35.20909891571277,691.7725879235369
Ariel_University0,1c:b9:c4:14:2f:6c,32.10263474546557,35.20893994700708,690.5293943929987
Ariel_University4,1c:b9:c4:16:11:a8,32.10259354545395,35.209211193280254,698.784928659435
Ariel_University,ec:8c:a2:26:b1:78,32.102580678633196,35.208815748907426,699.4276954641304
Ariel_University28,1c:b9:c4:16:11:ac,32.1024646793208,35.20913697398307,703.3947358445026
Ariel_University,1c:b9:c4:16:28:fc,32.10249409649345,35.2088651179181,703.6557496516544
Bezeq Free0,62:ab:1b:60:b4:cb,32.10231638155516,35.20932142421052,695.8328254186416
Ariel_University,1c:b9:c4:14:2c:18,32.10240105789399,35.209144564397185,697.9423213346126
 4,a0:ab:1b:60:b4:ca,32.102336127777214,35.20911927287558,691.2220857926683
Ariel_University0,1c:b9:c4:15:ed:78,32.1022876953264,35.20944466756255,696.8285632164362
Ariel_University0,1c:b9:c4:16:04:78,32.102339731932126,35.20930495221809,692.9193973951036
Ariel_University,1c:b9:c4:14:2b:d8,32.10235270246731,35.209300820546176,693.0218882322872
Ariel_University,1c:b9:c4:14:2b:dc,32.102203922775914,35.2092717476526,695.9776331182592
 0,1c:b9:c4:94:2b:d7,32.102278046502754,35.20926738007158,697.3514191595569
Ariel_University,1c:b9:c4:16:ed:38,32.10327403912132,35.20996418866444,699.076438578476
 16,48:ee:0c:3e:86:dd,32.102383542734515,35.208836763486595,689.4879837201058
DIRECT-F4-HP DeskJet 3630 series,a0:8c:fd:0a:d5:f5,32.10213875971763,35.209180828541754,697.9558385629181
DIRECT-55-HP DeskJet 3630 series,3c:52:82:ef:d4:56,32.10218764306504,35.2092902710175,694.1649424257095
Ariel_University4,1c:b9:c4:16:f1:48,32.10225295712546,35.20937264802448,697.0710621824402
Ariel_University8,1c:b9:c4:16:f1:4c,32.10214478667037,35.209089103693636,689.2517761973078
Ariel_University,1c:b9:c4:15:3d:58,32.10203835169156,35.20950262583123,695.3282809481691
Ariel_University,1c:b9:c4:15:3a:38,32.10203413026359,35.20947760421834,697.8530575653255
Ariel_University8,1c:b9:c4:15:1b:88,32.10208600104862,35.20928813919664,690.0247298147438
Ariel_University12,1c:b9:c4:95:3a:37,32.10204840896786,35.209305441513706,690.6637923310731
Ariel_University,1c:b9:c4:15:3a:3c,32.102049198139355,35.20957634222167,691.3318336450411
Ariel_University12,1c:b9:c4:15:1b:8c,32.10202729086905,35.20947062720155,690.8338172894856
Ariel_University0,1c:b9:c4:15:1e:68,32.102653455522386,35.20991052924936,691.7552444327721
Ariel_University28,1c:b9:c4:95:1b:87,32.10204840896786,35.209305441513706,690.6637923310731
Ariel_University20,00:11:6b:11:02:b7,32.10236126185898,35.209664647727976,691.1283448325227
Ariel_University0,1c:b9:c4:15:ed:7c,32.10199115789806,35.20958210879809,691.3292746776632
Ariel_University16,1c:b9:c4:15:3d:5c,32.101993215281134,35.209569911503216,690.6407658565206
Ariel_University0,1c:b9:c4:16:f4:2c,32.102451938359444,35.20925955775435,708.8170773849673
Ariel_University16,1c:b9:c4:15:1e:6c,32.10251278681855,35.20963302577492,693.2846435046687
Ariel_University20,1c:b9:c4:95:43:e7,32.10199115789806,35.20958210879809,691.3292746776632
Ariel_University8,1c:b9:c4:96:04:77,32.10204989920807,35.20981699968769,691.9252951056196
Ariel_University4,30:e1:71:0f:a2:72,32.10201314920573,35.20972856511783,690.9557848714416
Ariel_University12,1c:b9:c4:96:11:a7,32.10238098950909,35.209258389193515,702.8754790886982
KCG-ADSL,00:1d:aa:81:d8:3c,32.102851061807186,35.20979825163291,700.9000152804601
lab_6.1.3,c4:12:f5:f6:a0:18,32.10248997789224,35.20981535908114,693.7948145067469
Ariel_University,1c:b9:c4:16:ee:98,32.10308734078907,35.21017281305946,693.7594322427487
Ariel_University0,1c:b9:c4:15:3d:68,32.10299170590567,35.2100357334366,694.6614545321698
Ariel_University12,1c:b9:c4:16:ee:9c,32.10259716125353,35.20992068942939,696.4473308693133
Ariel_University,1c:b9:c4:15:3d:6c,32.10264502460317,35.209897806241734,696.5341776276562
Ariel_University,1c:b9:c4:14:2c:38,32.10281930889413,35.20982052435056,695.6513526195871
Ariel_University,1c:b9:c4:14:30:38,32.10292340039279,35.20969559237643,700.9384049099175
 ,1c:b9:c4:96:ed:37,32.10294447969606,35.20968831872878,698.1641498759643
Ariel_University4,1c:b9:c4:16:ed:3c,32.103045469596914,35.20974176023746,701.2946862525467
