SSID,MAC ,lat,Lot,hight
DIRECT-47-HP DeskJet 3630 series0,30:e1:71:0f:a2:49,32.102638171561146,35.20987677611507,693.8391299561988
Ariel_University,1c:b9:c4:12:af:78,32.10329974016406,35.209954438520334,697.9595001799098
Ariel_University0,1c:b9:c4:12:af:7c,32.102975182256614,35.20967918711385,697.3000448791336
Ariel_University0,1c:b9:c4:15:ec:38,32.10304055326519,35.20981373212277,696.0379827520758
Ariel_University0,1c:b9:c4:14:30:3c,32.10298530383412,35.20969269755819,701.7019225009692
DIRECT-3B-HP DeskJet 3630 series,3c:52:82:ef:c4:3c,32.103112658795794,35.20972713062699,698.4515190271773
Ariel_University0,1c:b9:c4:15:ec:3c,32.102966652510524,35.20967465253963,699.7362750892721
Ariel_University12,1c:b9:c4:95:ec:37,32.10298166965829,35.20967767182609,699.3847452618824
Ariel_University,1c:b9:c4:14:2b:88,32.10329390169937,35.20991290582502,697.8941785167817
Ariel_University16,1c:b9:c4:94:30:37,32.10297855091711,35.209689577361985,699.0312381494077
 ,1c:b9:c4:92:af:77,32.1031242379023,35.20963378256423,698.5876172610194
Ariel_University,1c:b9:c4:16:06:bc,32.103761842290076,35.21009377086014,704.7349650533384
Ariel_University,1c:b9:c4:16:06:b8,32.103706635749795,35.21007148720534,705.7885801419847
DIRECT-51-HP DeskJet 3630 series,3c:52:82:ef:d4:52,32.10360702437693,35.20990817770251,700.2261390612397
IT-MNG0,1c:b9:c4:15:ed:b8,32.10336183777687,35.20975078092387,700.4082398392861
Ariel_University,1c:b9:c4:16:f1:58,32.103382569366204,35.20993915127463,700.4783386494466
 0,1c:b9:c4:96:06:b7,32.10377640602972,35.21008430629888,706.2198169440267
Ariel_University0,1c:b9:c4:16:e5:a8,32.10360134361631,35.21001398704486,698.4176637615689
 8,1c:b9:c4:16:e5:ac,32.10360554777893,35.20981182556972,696.9845369879256
Ariel_University4,c0:4a:00:71:ee:ee,32.103488096295486,35.209807180370774,699.2249391711212
Ariel_University4,24:79:2a:2b:bd:8c,32.10379299376427,35.21009379786531,703.0223738791422
Ariel_University8,24:79:2a:ab:bd:87,32.10379296292741,35.2100937127936,703.0188089055943
Ariel_University,1c:b9:c4:16:ed:48,32.10364787662065,35.21008034790614,700.8670325153143
Ariel_University,24:79:2a:2b:bd:88,32.10387488175381,35.210364714342,700.4377129242528
Ariel_University0,24:79:2a:2c:5c:18,32.10391764031286,35.2104338618774,700.2403721521183
Ariel_University12,24:79:2a:2b:07:b8,32.10380270114714,35.21015452322491,702.0523943814188
HelpDesk0,60:e3:27:7b:e0:98,32.10392708350243,35.21004279758321,700.0848367063828
HelpDesk12,24:79:2a:2b:07:bc,32.10384306889388,35.210176057657876,702.88736051609
DIRECT-8A-HP DeskJet 3630 series,3c:52:82:ef:a4:8b,32.10377344097352,35.21013482043957,699.0985950915649
Ariel_University,8c:0c:90:2e:e8:18,32.10410891257016,35.21078051716717,699.1792849525281
Ariel_University,1c:b9:c4:15:ed:38,32.10410364563596,35.21088836343236,699.515800233648
Ariel_University,8c:0c:90:2d:34:38,32.1040782037124,35.21069042172931,696.4326713867215
Ariel_University0,24:79:2a:2b:24:98,32.104250810070795,35.21062416797126,694.7682635009743
Ariel_University,24:79:2a:2c:61:68,32.104047109642735,35.21059905198306,696.7270599946686
Ariel_University8,24:79:2a:2b:24:9c,32.104065424799884,35.21056380796895,697.5076283965512
Ariel_University4,1c:b9:c4:16:e8:fc,32.10415575294136,35.21103695836558,696.100390839485
Ariel_University4,1c:b9:c4:15:ed:3c,32.10414685341135,35.210800777058985,704.4425966317007
Ariel_University0,1c:b9:c4:15:41:7c,32.10416345117808,35.2110012459743,696.2173923900879
Ariel_University,1c:b9:c4:16:e8:f8,32.10420937618651,35.21123367739231,697.0383042937156
 ,1c:b9:c4:95:41:77,32.104164383673286,35.2108876496702,704.5435791796842
Ariel_University16,1c:b9:c4:96:e8:f7,32.10417631742747,35.21102625078787,700.3305528836256
Ariel_University8,1c:b9:c4:95:ed:37,32.104180210701166,35.210971616382466,697.8335736441353
Ariel_University,1c:b9:c4:14:36:fc,32.10423235881814,35.2111784466841,704.2993113818352
Ariel_University8,1c:b9:c4:94:36:f7,32.10421174650141,35.211189336085184,697.9876832678715
 ,ec:8c:a2:88:79:a7,32.10490479074945,35.211247446727874,697.4311692397619
Ariel_University4,1c:b9:c4:96:05:77,32.10490479074945,35.211247446727874,697.4311692397619
Ariel_University12,00:11:6b:11:7e:0c,32.10474935907556,35.21092050815302,696.4908286772641
Ariel_University16,1c:b9:c4:16:2b:ec,32.105083845149835,35.21105176968496,723.7793960780249
 0,00:1a:dd:f5:e2:e4,32.10468231924794,35.2099254343313,710.2256059369854
Afikim_Wifi0,00:1a:dd:f5:e2:e5,32.10477222514299,35.21012821479474,702.7538803082398
Ariel_University4,08:ed:b9:3d:8f:4b,32.1049280958924,35.21028241262848,722.9373547253995
Ariel_University8,1c:b9:c4:15:34:bc,32.1049280958924,35.21028241262848,722.9373547253995
EVE20,70:5a:0f:57:04:17,32.10474846,35.21005988,687.0
EVE28,1c:b9:c4:15:25:4c,32.10474846,35.21005988,687.0
Ariel_University28,90:6c:ac:9f:f1:c5,32.10432787109738,35.20944039333655,718.4184377798202
 ,8c:0c:90:6f:36:58,32.104693402038414,35.20992463410953,706.1602376340919
incentive2,a2:6c:ac:a0:60:55,32.104568792116325,35.20969930203204,704.3331469531614
DIRECT-42-HP DeskJet 3830 series,70:5a:0f:57:42:43,32.10447804,35.20959776,687.0
restore,b2:6c:ac:a0:18:29,32.103787136097495,35.20911580024808,687.9518351951255
Ariel_University12,90:8d:78:54:6b:4d,32.10460374739836,35.209807565289076,701.4256799553584
 ,24:79:2a:ac:5b:d7,32.10444130085198,35.20944049214144,719.6999289639562
Guest,a2:6c:ac:9f:f1:c5,32.10435442695987,35.20935854287351,703.3204883399741
paysday,b2:6c:ac:9f:f1:c5,32.10439907437414,35.209501432834735,720.9522612107127
KCG_544,1c:b9:c4:96:cc:d7,32.10400629568038,35.20897410789561,716.4196812362657
Ariel_University4,1c:b9:c4:16:1d:7c,32.10380222483328,35.20943242378063,710.3086401521953
Ariel_University24,8c:0c:90:2f:ca:18,32.10386009727099,35.20889523702908,715.6639357440854
Ariel_University28,00:02:6f:8e:64:67,32.10344907131182,35.20923973447798,708.5804377769539
DIRECT-61-HP DeskJet 3630 series,30:e1:71:0d:e0:63,32.10350283264968,35.209448063064215,699.1875187500191
Ariel_University28,24:79:2a:2c:3d:68,32.10339539914512,35.208784193538825,699.0853653836789
Ariel_University12,1c:b9:c4:16:12:e8,32.10358120061593,35.20879532777539,702.3207686528216
 0,1c:b9:c4:92:90:b7,32.103074863333624,35.20912759493662,712.3984014019243
 ,8c:0c:90:ad:75:e3,32.10316859783213,35.20879221167606,703.647382162125
Ariel_University4,1c:b9:c4:94:33:c7,32.10296085254736,35.20883419348608,714.3703447936505
 8,7e:ff:30:08:7f:bd,32.10241537,35.208865,688.0
Ariel_University4,1c:b9:c4:96:f1:47,32.10215532094677,35.20926006509077,703.3361961164649
Ariel_University4,fc:3f:db:9c:36:3d,32.10206173176159,35.20947285980674,700.4320999806323
Ariel_University,1c:b9:c4:16:04:7c,32.102271738464836,35.20927735809509,704.3875712040443
Ariel_University12,1c:b9:c4:95:3d:57,32.1020008074778,35.20968340420071,700.0010789254476
Ariel_University16,1c:b9:c4:15:43:ec,32.102298630301554,35.20922609710819,706.4003318459148
Ariel_University28,84:c9:b2:b7:c8:2d,32.10258120582479,35.20997250602207,698.0276205515277
Ariel_University20,10:0d:7f:7c:90:0a,32.1020859,35.20993739,692.0
Ariel_University24,d0:d4:12:68:5b:ca,32.1020859,35.20993739,692.0
Ariel_University4,14:ae:db:4f:50:75,32.10219394918968,35.21000358431366,700.9890867525717
Ariel_University16,e8:94:f6:d5:98:86,32.10225656,35.21001902,692.0
 ,1c:b9:c4:95:3d:67,32.10263051540787,35.21002970756891,712.9572535195944
 0,1c:b9:c4:95:1e:67,32.10263051540787,35.21002970756891,712.9572535195944
 0,1c:b9:c4:96:ee:97,32.102828942569055,35.20990359456348,712.964955332782
Ariel_University4,1c:b9:c4:15:1c:bc,32.103388164157224,35.209780212663475,713.0579802632583
Ariel_University8,1c:b9:c4:14:2b:8c,32.103388164157224,35.209780212663475,713.0579802632583
BezeqNGN_009030_2.4GHz_10,3c:1e:04:05:5f:f5,32.10427768945722,35.21140688710281,701.7264123572375
 ,1c:b9:c4:96:2b:e7,32.10500618141325,35.21121884301277,710.7756189683926
DIRECT-98-HP DeskJet 3630 series,a0:8c:fd:8c:c5:b2,32.10497406,35.2111867,696.0
DIRECT-69-HP DeskJet 3630 series,30:e1:71:0f:b2:6a,32.10497523,35.21118447,698.0
iagree8,00:1a:dd:f5:df:c5,32.10488210412439,35.210373607684296,704.0554242419931
 0,18:d6:c7:ad:25:1a,32.10494482726751,35.210446896260514,717.6172124232385
 4,00:1a:dd:f5:df:c4,32.10494482726751,35.210446896260514,717.6172124232385
 8,30:b5:c2:b8:40:36,32.10494482726751,35.210446896260514,717.6172124232385
Ariel_University16,58:70:c6:fb:96:30,32.10473133,35.21000489,687.0
Ariel_University24,9c:d2:1e:04:e6:2c,32.10473133,35.21000489,687.0
Ariel_University8,30:e1:71:0d:e0:67,32.10455252,35.2096924,689.0
 0,1c:b9:c4:96:1d:77,32.10377001820289,35.20885655710274,710.364346402885
Ariel_University4,1c:b9:c4:94:2f:67,32.10293474085022,35.20878314332855,707.5299710413922
Ariel_University,1c:b9:c4:14:2c:3c,32.102976076115155,35.20994729531627,696.7128933837492
DIRECT-3B-HP DeskJet 3630 series20,1c:b9:c4:96:f1:57,32.103260452095796,35.20974024367279,703.9055825038959
Ariel_University,1c:b9:c4:16:f1:5c,32.1033105561659,35.20975755219821,703.941478824367
Ariel_University8,24:79:2a:2c:5c:1c,32.103807998636846,35.21015332723746,707.2625708373013
Ariel_University4,24:79:2a:ac:5c:17,32.103986543611605,35.21044402294606,705.1048860032018
 ,24:79:2a:ab:24:97,32.10406637837736,35.21063207786472,704.8039142370221
Bezeq-N_0777b8,c8:be:19:07:77:b9,32.10413712623305,35.21082446017363,704.7212452331758
Ariel_University0,24:79:2a:2c:61:6c,32.10413712623305,35.210824460173626,704.7212452331758
 ,1c:b9:c4:95:36:97,32.105028069933155,35.210961717985285,733.9581295039463
Ariel_University0,24:c9:a1:36:52:d8,32.10481856308317,35.210123150849206,726.1049342872047
EVE,90:6c:ac:a0:7b:55,32.10465583147739,35.209799109729424,721.9074685803262
magneto16,90:6c:ac:a0:60:55,32.10465583147739,35.209799109729424,721.9074685803262
 0,1c:b9:c4:94:2c:37,32.10273247579181,35.20985935941212,700.6765495004639
Guest12,c0:bd:d1:d5:8c:55,32.10312597,35.20921578,696.5
OOP_course,e4:95:6e:40:87:1a,32.10300921,35.2096084,701.0
Ariel_University16,24:79:2a:2b:02:78,32.10381301,35.21016707,708.0
Ariel_University4,1c:b9:c4:15:ed:bc,32.1034255,35.20978696,702.0
